ID,YS0_F,YS25_F,YS50_F,YS75_F,YS100_F,
MN1198.neg,58434.70609,36691.04925,26012.31532,43119.78673,11730.97025,Unclassified
MN1201.neg,7707.934234,6222.796717,22842.71623,5497.248228,6647.662145,Unclassified
MN1233.neg,30542.6382,32276.68736,41058.89536,46433.79979,50866.1319,Unclassified
MN1234.neg,46983.43705,23929.68349,20437.57343,55737.08861,40607.61134,Unclassified
MN1235.neg,41120.28511,23957.68866,40293.30874,25108.70625,19061.07838,Unclassified
MN1236.neg,54818.3127,29222.55408,20899.62486,25746.83188,28150.23828,Unclassified
MN1237.neg,30692.75175,22379.83596,22710.5858,74890.84931,74758.96944,Unclassified
MN1238.neg,21081.95667,25158.386,30540.54514,22010.5532,22895.62216,Unclassified
MN1239.neg,3165.423944,29685.15516,6618.960416,30990.60964,25611.33738,Unclassified
MN1240.neg,20575.75822,20410.65851,20603.73672,18860.19395,28430.95314,Unclassified
MN1241.neg,15420.12054,19762.73208,13841.23948,20945.93236,17094.70233,Unclassified
MN1248.neg,30529.91487,4772.247775,5279.502047,133861.8489,17386.32025,Unclassified
MN1249.neg,28488.62019,54228.90761,38914.58419,7514.312227,38467.79925,Unclassified
MN1250.neg,612334.208,694908.6616,667688.3623,698696.6343,701712.9972,Unclassified
MN1251.neg,832858.9664,849207.6196,818048.7627,803411.0109,803039.5798,Unclassified
MN1252.neg,456843.4259,458726.7151,436954.0341,400575.5881,449673.0114,Unclassified
MN1253.neg,5107836.54,5117959.911,5966560.963,4096863.568,5713900.669,Organooxygen compounds
MN1284.neg,1148719.716,1155244.554,1256409.509,1171829.724,1177996.553,Unclassified
MN1285.neg,76419.15287,31187.28854,75259.52572,137220.5833,90896.1281,Unclassified
MN1287.neg,692545.0624,764958.8656,735311.5838,740890.9077,769717.0633,Unclassified
MN1288.neg,59113.46942,60544.74872,76551.03108,59013.34288,39950.73267,Unclassified
MN1289.neg,55529.94544,55150.69347,53830.94233,52631.03698,50242.13808,Unclassified
MN1290.neg,563098.4982,461070.8741,455714.6084,550023.0202,549637.1266,Unclassified
MN1292.neg,140267.1088,39153.46487,87167.08399,25559.02186,73348.94719,Unclassified
MN1293.neg,491426.7231,193342.8726,240321.4569,218914.7883,124989.1871,Unclassified
MN1326.neg,56506.97005,79470.43367,60290.76807,30656.62933,153338.0796,Unclassified
MN1327.neg,62273.06372,33399.90135,42717.38659,40532.55634,111496.134,Unclassified
MN1328.neg,830489.9185,1591415.427,50784.25997,1151779.577,667547.8377,Unclassified
MN1329.neg,778921.3742,77176.05162,717293.8218,703874.9776,530767.6894,Unclassified
MN1330.neg,899392.2771,952947.1886,943289.73,762310.2811,907749.6356,Unclassified
MN1333.neg,72574.65684,39089.08158,62128.62897,114593.9882,162811.3338,Unclassified
MN1334.neg,123769.5001,36163.15502,81687.24947,63124.06412,91985.1507,Unclassified
MN1335.neg,29274.46832,31484.46634,44087.77636,27692.70987,25447.00655,Unclassified
MN1336.neg,109405.6578,205645.5783,53058.07777,84100.12414,131873.6469,Unclassified
MN1337.neg,543239.0402,578967.4592,562358.2532,602031.4029,479286.4263,Unclassified
MN1338.neg,71548.9662,84438.38665,297524.5323,82270.05775,50679.08078,Unclassified
MN1340.neg,381831.633,468236.6328,242777.9086,205554.6882,266819.0143,Unclassified
MN1371.neg,161301.1609,142377.0089,151892.093,176885.8989,200481.4825,Unclassified
MN1372.neg,305630.0778,296453.8465,340777.5724,323161.4766,315024.1283,Unclassified
MN1373.neg,150248.8682,383901.754,175511.5905,555046.6538,311179.2189,Unclassified
MN1374.neg,96188.15155,62068.63632,187730.5014,90051.60725,134550.2787,Unclassified
MN1375.neg,116015.17,105355.665,109242.8076,116539.8301,130401.8966,Unclassified
MN1377.neg,90506.516,117293.5472,110971.1067,98412.18416,78936.08281,Unclassified
MN1379.neg,97747.85627,101531.1242,103983.6147,102803.3561,99908.6248,Unclassified
MN1380.neg,306333.7899,288927.9276,302445.5326,297960.1566,317680.267,Unclassified
MN1382.neg,87836.08033,299230.3334,38390.44296,178468.6614,87071.49675,Organic sulfonic acids and derivatives
MN1384.neg,88026.86628,113197.4239,114555.4234,74455.77003,96356.17834,Unclassified
MN1385.neg,147452.6745,72130.0541,59435.09466,84828.40085,68890.12036,Unclassified
MN1404.neg,26916.6282,91879.34093,22489.35199,67275.14678,18465.06319,Unclassified
MN1413.neg,235653.329,197233.2937,252005.4317,255591.8079,223804.3794,Unclassified
MN1414.neg,297805.7285,285464.2501,324858.5268,211178.9457,242287.5447,Unclassified
MN1415.neg,67082.4788,28442.69143,113986.6917,73921.44565,51363.65032,Unclassified
MN1416.neg,163317.7339,196946.5033,165708.1978,185779.4873,164925.6312,Unclassified
MN1417.neg,132480.2887,119087.2847,115068.6197,124513.2506,159544.9066,Unclassified
MN1418.neg,133853.1685,161525.8013,144380.8749,153769.8938,106440.109,Unclassified
MN1419.neg,8235.084829,163472.8864,198292.9451,10978.11704,178132.6945,Unclassified
MN1420.neg,740234.1272,710631.7253,876702.5849,805440.2955,768763.5153,Unclassified
MN1421.neg,54517.08972,81152.34972,68053.06248,46827.58266,82014.68086,Unclassified
MN1422.neg,640257.1906,368017.3794,370115.8947,827266.082,359971.4676,Unclassified
MN1423.neg,90335.13142,152509.9996,234568.7093,294222.967,192310.5313,Unclassified
MN1424.neg,432588.6115,132083.0828,153613.705,156645.6075,115669.0281,Unclassified
MN1425.neg,148056.3378,184058.4664,147789.3625,149734.6011,135591.5492,Unclassified
MN1426.neg,101000.0178,111879.1423,117118.0879,113318.9526,89954.7733,Unclassified
MN1427.neg,111799.4052,124699.3033,88029.26331,102481.5319,120154.7145,Unclassified
MN1428.neg,142026.9142,91838.09242,131975.9444,127853.6498,135048.1757,Unclassified
MN1429.neg,105870.7094,79439.39652,93255.49309,132395.3886,85929.99209,Unclassified
MN1430.neg,154953.3801,277548.1612,158432.1186,185722.2516,105917.4341,Organooxygen compounds
MN1457.neg,4783098.052,4837937.995,4880295.507,4886760.025,4916049.588,Unclassified
MN1458.neg,1789889.415,1790025.809,1809202.795,1697525.719,1736984.095,Unclassified
MN1459.neg,2966399.023,2885590.616,3215372.657,3022275.75,3100643.648,Unclassified
MN1460.neg,1763180.909,1791012.787,1800092.449,1797436.124,1688251.562,Unclassified
MN1461.neg,1155719.707,1296589.191,1221365.992,1210235.675,1186713.257,Unclassified
MN1462.neg,1096397.663,1101636.139,1071264.667,1170742.085,1106892.811,Unclassified
MN1463.neg,1243334.529,1255679.789,1215973.922,1188093.909,1194559.617,Unclassified
MN1464.neg,208022.8902,185460.1119,495314.9106,222583.7052,234462.879,Unclassified
MN1465.neg,4793.104325,5307.267418,12937.78864,14346.85029,79245.89061,Unclassified
MN1466.neg,31966.67531,90363.45896,83514.24506,100496.1705,51369.20813,Unclassified
MN1467.neg,64971.42537,89699.64907,95013.03928,60825.79336,158105.8199,Unclassified
MN1468.neg,67001.28408,94887.93186,25992.25524,94364.40268,37962.44928,Unclassified
MN1469.neg,49577.3453,27074.68684,39878.43016,34498.39575,48726.15049,Unclassified
MN1470.neg,54750.33792,151509.6575,143984.7985,166532.7862,124306.3425,Unclassified
MN1471.neg,51136.88511,50401.07081,70444.78603,61976.57698,63578.29741,Unclassified
MN1472.neg,131013.4935,75146.25964,65564.4358,137204.0494,85258.42264,Unclassified
MN1473.neg,48943.38786,71883.38261,144949.5959,88849.26593,42330.27479,Unclassified
MN1474.neg,43136.45386,50185.07138,43397.234,38615.60232,55603.74616,Unclassified
MN1475.neg,81212.75128,120259.5823,141604.2018,50076.98689,83774.0872,Unclassified
MN1476.neg,74880.40819,91179.26823,70317.99714,81710.95807,83295.26791,Unclassified
MN1478.neg,132520.071,136761.706,127841.0887,108346.6037,125743.281,Unclassified
MN1480.neg,124692.8555,131432.1696,255004.9355,118163.2365,133135.293,Unclassified
MN1481.neg,178143.9257,143047.17,155802.8815,100726.8105,110291.9088,Unclassified
MN1524.neg,35308.5948,94377.06511,48692.51548,367926.4255,464982.4763,Unclassified
MN1525.neg,747849.2391,1084569.242,1139227.567,1010741.16,1028871.701,Unclassified
MN1526.neg,828591.6683,566017.2327,640303.1303,584234.1246,588960.0806,Unclassified
MN1527.neg,339195.2478,713218.8614,778937.861,550292.5138,563318.6201,Unclassified
MN1528.neg,260079.2537,253329.359,507933.7691,292568.3567,327351.0677,Unclassified
MN1529.neg,43109.43303,613853.6582,336145.258,263975.2596,275504.2377,Unclassified
MN1530.neg,181878.2184,211126.5843,226492.9351,206025.9094,196253.4682,Unclassified
MN1531.neg,344188.2726,327522.8108,356772.1888,362471.6358,365897.5995,Unclassified
MN1532.neg,199951.7635,238621.6478,250056.3846,236177.1352,240741.3978,Unclassified
MN1533.neg,38976.58616,131450.1707,73844.00386,54539.34706,155074.5319,Unclassified
MN1534.neg,141879.0849,85807.53311,93179.61148,112187.8167,45333.92563,Unclassified
MN1535.neg,236235.3206,171279.5603,151756.154,214023.2505,343302.1417,Unclassified
MN1536.neg,60016.34986,100465.8686,130966.5111,79403.04406,70791.922,Unclassified
MN1537.neg,457415.0152,244223.4884,155524.4766,330014.7167,300682.9358,Unclassified
MN1538.neg,103166.5939,28584.45345,29956.96288,57512.48033,34179.44763,Unclassified
MN1539.neg,300249.2967,328337.6085,348885.5917,265211.889,121922.6764,Unclassified
MN1540.neg,41828.33886,86945.51897,47683.63091,8454.654142,36056.33428,Unclassified
MN1541.neg,80441.57163,76508.72016,59821.20215,99695.44702,166574.1601,Unclassified
MN1542.neg,84268.96933,98961.01789,102977.7721,117730.3726,113955.4746,Unclassified
MN1543.neg,141587.9104,91033.96508,127962.4589,140522.8695,115281.2491,Unclassified
MN1544.neg,165430.2618,162899.5892,169170.3811,160101.8259,161271.1107,Unclassified
MN1545.neg,81261.65503,79967.14474,211607.7575,187346.3521,189887.0142,Unclassified
MN1546.neg,569088.7603,339838.1867,853044.615,318852.5839,399392.927,Carboxylic acids and derivatives
MN1572.neg,91940.56754,69177.14243,41435.18834,11577.60433,11575.8957,Unclassified
MN1576.neg,1949512.98,1861867.029,1980168.99,1874815.37,2049125.315,Unclassified
MN1577.neg,768088.267,782252.1109,775878.0578,845078.3298,719586.563,Unclassified
MN1578.neg,711713.9168,689448.4846,740827.2892,708760.492,740012.7356,Unclassified
MN1579.neg,3088942.549,3093782.731,3111713.603,3145896.341,3083763.54,Unclassified
MN1580.neg,1084976.631,1095336.175,1077996.42,1098499.503,1087291.857,Unclassified
MN1581.neg,722363.9155,808542.5134,781315.6626,772461.9961,769328.4489,Unclassified
MN1582.neg,1079668.121,1032386.997,1044861.849,1030417.811,948437.3699,Unclassified
MN1583.neg,317371.2951,312402.4711,247951.749,275700.8984,291720.7252,Unclassified
MN1584.neg,64099.72538,65675.54026,43642.17751,68394.77799,49524.22129,Unclassified
MN1585.neg,4830120.739,2848114.204,6815069.131,5030327.869,3996848.601,Carboxylic acids and derivatives
MN1586.neg,905815.6534,1120282.363,869699.6771,1235851.705,958727.8463,Unclassified
MN1587.neg,489496.9973,398379.2353,337746.6083,358556.3864,336478.1867,Unclassified
MN1623.neg,442856.7354,682062.5014,734160.9826,611749.2477,657657.5757,Unclassified
MN1624.neg,524509.9223,336714.0416,383729.7589,399267.6485,382158.8095,Unclassified
MN1625.neg,3876218.184,2140005.646,1375742.893,3400491.064,3319983.437,Unclassified
MN1626.neg,4475801.096,4227600.534,4599506.547,5698831.308,1274247.997,Unclassified
MN1627.neg,5019091.872,5963565.928,6177481.542,5740514.337,5877023.63,Unclassified
MN1628.neg,3323790.539,2855610.118,3202507.276,3523596.141,3169063.158,Unclassified
MN1629.neg,1361198.187,1527469.596,1203437.229,1280662.864,1444404.46,Unclassified
MN1630.neg,625615.1387,199826.408,376779.7884,213661.4075,200245.2921,Unclassified
MN1631.neg,1910783.422,2062341.511,1924722.527,1900541.151,1874202.091,Unclassified
MN1632.neg,1027820.155,719060.0157,709399.8533,715002.7702,646098.679,Dihydrofurans
MN1633.neg,637355.8378,752121.4851,727383.8403,829607.1891,635973.1909,Unclassified
MN1634.neg,575286.7412,463880.1675,500840.7606,504254.6235,564252.9173,Unclassified
MN1635.neg,2512181.716,2699511.871,2574311.901,2539594.731,2491409.508,Unclassified
MN1636.neg,613179.4462,569468.934,611573.8376,584609.7821,561906.9678,Unclassified
MN1637.neg,1491105.996,880984.7855,612793.7385,876067.1806,548451.6746,Unclassified
MN1638.neg,1203657.488,938318.7241,876599.4359,472843.9942,616491.9501,Lactones
MN1639.neg,435113.6502,451346.7284,478582.0235,448940.6564,325073.2692,Unclassified
MN1640.neg,2873982.56,2398492.469,789502.4933,878887.8024,545666.9119,Lactones
MN1641.neg,138193.4674,8546.243959,34457.75795,19740.94267,88329.4818,Unclassified
MN1670.neg,98693.05713,108977.5342,100223.6478,118853.6974,115341.7905,Unclassified
MN1671.neg,484571.8756,483897.5668,534666.2767,502790.2642,495774.1706,Unclassified
MN1672.neg,172125.1123,172915.1847,171640.1242,158403.0438,176315.6816,Unclassified
MN1673.neg,349827.1506,329104.0149,330556.5207,298729.2538,331292.7511,Unclassified
MN1675.neg,5330247.303,5450288.511,5453684.46,5324473.862,5498905.731,Unclassified
MN1676.neg,1266462.283,951674.1678,1360121.467,1013251.2,1177379.54,Unclassified
MN1677.neg,1368718.651,1149466.279,1071598.964,1131620.637,1111117.161,Unclassified
MN1678.neg,1405376.842,1129803.103,1170726.435,1403093.133,1189580.073,Unclassified
MN1679.neg,4437287.846,4188347.017,4106805.636,4066319.745,4970764.334,Unclassified
MN1680.neg,550404.5301,577545.771,809985.1853,2145361.241,693308.212,Unclassified
MN1681.neg,213849.8341,226658.2561,205790.072,214840.7098,216266.8991,Unclassified
MN1682.neg,412057.472,417942.2721,424963.2424,433787.9372,374901.8891,Unclassified
MN1683.neg,440422.8434,400185.5675,411332.7219,329835.5142,406023.4083,Unclassified
MN1684.neg,629313.448,561090.9827,525379.3145,601471.5505,551613.8939,Unclassified
MN1685.neg,644165.5635,843901.8563,721601.6073,670721.057,715929.5319,Unclassified
MN1686.neg,171072.8548,190439.2172,158658.1085,178523.9114,180928.9887,Unclassified
MN1687.neg,82648.87442,99172.58931,88072.37365,33846.75098,181428.4246,Unclassified
MN1688.neg,23745.72777,56478.20335,158454.1555,180149.4242,42990.61555,Unclassified
MN1689.neg,101673.4427,149748.6831,131463.0681,49911.74371,101312.2114,Carboxylic acids and derivatives
MN1720.neg,66554.27355,113575.6892,113033.2134,99751.96246,91752.30791,Unclassified
MN1721.neg,35974.73111,47803.00531,14097.74179,17087.69536,23505.65101,Unclassified
MN1722.neg,762355.1822,1036442.313,755810.0924,758114.7186,1283364.903,Unclassified
MN1723.neg,4951357.587,4859370.29,4837553.136,5015143.993,5008729.912,Unclassified
MN1724.neg,223717.0723,229978.7918,213759.4485,222642.927,185558.2974,Unclassified
MN1725.neg,6066692.914,2840071.653,2301283.775,3566186.187,3238375.86,Unclassified
MN1726.neg,577202.903,979007.1801,835532.7987,951039.8053,1576135.302,Unclassified
MN1727.neg,1696466.278,789425.9453,520768.5925,658114.8875,369328.2743,0
MN1728.neg,875251.3352,789638.1347,902717.1529,695176.7221,1349565.885,Unclassified
MN1729.neg,291025.7387,303215.9628,277969.9353,296129.4629,309960.3922,Carboxylic acids and derivatives
MN1730.neg,247136.8295,303857.7403,311051.8598,296789.7971,334395.7914,Unclassified
MN1731.neg,109136.9293,163825.3382,167356.4251,230251.3608,336362.888,Unclassified
MN1732.neg,44114.20198,64590.65512,48804.27604,64070.50178,61986.27326,Unclassified
MN1733.neg,25089.78187,56521.65099,73799.8954,33460.10719,60747.49059,Unclassified
MN1734.neg,124960.8757,226073.3495,198956.9007,155486.477,177747.9835,Unclassified
MN1735.neg,30491.32866,34756.96765,38899.13221,53235.87672,37855.45518,Unclassified
MN1736.neg,151649.255,82917.16479,95493.61149,138114.6572,254452.5503,Unclassified
MN1737.neg,656564.3728,636082.9205,608726.0779,649055.5628,654512.6897,Organooxygen compounds
MN1738.neg,149834.7391,78215.92462,144829.5959,127489.8179,289503.1704,Unclassified
MN1739.neg,63855.7156,105440.6243,41245.90037,76215.21114,39153.10216,Unclassified
MN1740.neg,23270.00795,20256.7085,26286.39888,54033.13675,19848.86029,Unclassified
MN1741.neg,90245.59531,94716.21047,2648.683353,14176.34728,95958.65266,Unclassified
MN1781.neg,102210.2842,90754.12439,92511.73902,97211.64025,108089.1302,Unclassified
MN1782.neg,273554.1554,184420.9349,100535.3223,209087.3492,215700.5936,0
MN1814.neg,482263.3999,508159.0721,478344.7327,491932.5173,482726.9032,Unclassified
MN1815.neg,14412592.25,13568361.81,14616365.44,15018765.95,13215422.93,Unclassified
MN1816.neg,12011491.31,11461251.7,11883506.16,11822232.2,11012077.27,Unclassified
MN1817.neg,13178958.63,10809005.01,11434994.85,13881669.13,11143881.79,Unclassified
MN1818.neg,1537837.569,1389639.024,1192862.454,1391928.255,1417059.833,Unclassified
MN1819.neg,6403508.1,5724276.543,5901732.675,5942866.303,5796363.102,Unclassified
MN1820.neg,443320.5041,574348.6593,543858.9211,526459.9711,513003.0589,Unclassified
MN1821.neg,10087129.78,9312089.195,10362284.52,12312284.54,8577599.76,Unclassified
MN1822.neg,9864782.356,8840237.121,9302745.463,9588024.273,8760425.451,Unclassified
MN1823.neg,5344223.916,5113166.634,9252931.684,7093919.801,8557313.403,Unclassified
MN1824.neg,3654461.267,4047270.051,4038306.619,3943503.136,3769982.614,Unclassified
MN1825.neg,15992555.5,16411645.27,17566750.23,16467994.3,17458418.75,Unclassified
MN1826.neg,2165159.567,2186316.447,2179403.372,2132804.321,2122342.237,Unclassified
MN1827.neg,625985.301,989936.2774,949560.9221,903231.8778,1006575.008,Unclassified
MN1828.neg,164688.798,336373.4541,415647.1213,277049.4018,420684.2562,Unclassified
MN1829.neg,2089688.306,1552611.816,1740926.924,1611050.853,1816463.932,Unclassified
MN1830.neg,10613682.39,10460822.87,8919326.349,10540782.76,9148439.877,Unclassified
MN1831.neg,2400497.484,2318425.006,2050799.43,1920477.946,1879896.08,Unclassified
MN1832.neg,18191481.96,20958047.93,22116124.8,21092793.77,18608996.85,Unclassified
MN1833.neg,5116276.467,5701130.7,5152786.168,5282113.73,5847341.203,Unclassified
MN1834.neg,10242838.71,10100125.24,9932147.944,10753912.64,8747522.201,Unclassified
MN1835.neg,9834632.696,9054569.215,9609016.396,10558659.93,8890630.7,Unclassified
